id,date,price,property_id,type,propertytype,street,streetnumber,suburb,flatnumber,postcode,state,bedrooms,bathrooms,carspaces,latitude,longitude,property_id-2,geom,area,streettype
1082491,16-02-2004,187000,4946382,sold,House,CABOT,16,AITKENVALE,,4814,QLD,3,1,2,-19.30074697,146.7732802,4946382,0101000020E610000073190EB6BE5862406685E0C0FD4C33C0,686,ST
1082492,08-08-2011,310000,4946384,sold,House,CABOT,18,AITKENVALE,,4814,QLD,3,1,1,-19.30062633,146.7731439,4946384,0101000020E610000018983698BD586240A0AADFD8F54C33C0,684,ST
1082493,09-07-2015,275000,4946389,sold,House,CABOT,23,AITKENVALE,,4814,QLD,3,1,1,-19.30011126,146.7731606,4946389,0101000020E610000057EB61BBBD58624082DC6E17D44C33C0,877,ST
1082494,07-02-2008,325000,4946389,sold,House,CABOT,23,AITKENVALE,,4814,QLD,3,1,1,-19.30011126,146.7731606,4946389,0101000020E610000057EB61BBBD58624082DC6E17D44C33C0,877,ST
1082495,23-02-2004,193000,4946389,sold,House,CABOT,23,AITKENVALE,,4814,QLD,3,1,1,-19.30011126,146.7731606,4946389,0101000020E610000057EB61BBBD58624082DC6E17D44C33C0,877,ST
1082496,27-11-2017,328500,4946390,sold,House,CABOT,24,AITKENVALE,,4814,QLD,3,1,3,-19.3005033,146.7724377,4946390,0101000020E6100000C3FC2ECFB75862400FD7C5C8ED4C33C0,682,ST
1082497,18-10-2012,283500,4946390,sold,House,CABOT,24,AITKENVALE,,4814,QLD,3,1,3,-19.3005033,146.7724377,4946390,0101000020E6100000C3FC2ECFB75862400FD7C5C8ED4C33C0,682,ST
1082498,06-10-2011,315000,4946394,sold,House,HOWE,7,AITKENVALE,,4814,QLD,3,1,1,-19.30570833,146.7728523,4946394,0101000020E610000035E1C934BB586240FC76AFE6424E33C0,696,CT
1082499,19-03-2005,250500,4946394,sold,House,HOWE,7,AITKENVALE,,4814,QLD,3,1,1,-19.30570833,146.7728523,4946394,0101000020E610000035E1C934BB586240FC76AFE6424E33C0,696,CT
1082500,26-06-2002,139500,4946394,sold,House,HOWE,7,AITKENVALE,,4814,QLD,3,1,1,-19.30570833,146.7728523,4946394,0101000020E610000035E1C934BB586240FC76AFE6424E33C0,696,CT
1082501,11-09-2000,130000,4946394,sold,House,HOWE,7,AITKENVALE,,4814,QLD,3,1,1,-19.30570833,146.7728523,4946394,0101000020E610000035E1C934BB586240FC76AFE6424E33C0,696,CT
1082502,31-05-2014,358000,4946395,sold,House,HUNT,2,AITKENVALE,,4814,QLD,8,3,5,-19.30100806,146.775135,4946395,0101000020E61000005A44DAE7CD5862404C883DDD0E4D33C0,920,CT
1082503,23-01-2003,200000,4946395,sold,House,HUNT,2,AITKENVALE,,4814,QLD,8,3,5,-19.30100806,146.775135,4946395,0101000020E61000005A44DAE7CD5862404C883DDD0E4D33C0,920,CT
1082504,02-02-2012,447000,4946396,sold,House,HUNT,5,AITKENVALE,,4814,QLD,4,2,2,-19.30083536,146.775659,4946396,0101000020E610000031E3B732D25862402EAED08B034D33C0,953,CT
1082505,11-08-2017,290000,4946397,sold,House,HUNT,6,AITKENVALE,,4814,QLD,3,2,2,-19.3011241,146.775596,4946397,0101000020E61000004A20A9AED158624095891178164D33C0,820,CT
1082506,24-10-2017,320000,4946398,sold,House,JOALAH,1,AITKENVALE,,4814,QLD,3,1,3,-19.29515374,146.7758384,4946398,0101000020E61000009DA202ABD358624093970C328F4B33C0,711,CT
1082507,29-01-2007,445000,4946399,sold,House,JOALAH,2,AITKENVALE,,4814,QLD,5,2,2,-19.29518166,146.7760698,4946399,0101000020E61000009DAB5A90D558624039147806914B33C0,910,CT
1082508,24-11-2009,386000,4946401,sold,House,JOALAH,5,AITKENVALE,,4814,QLD,3,1,2,-19.29474553,146.7759005,4946401,0101000020E6100000670E492DD458624000FE6B71744B33C0,672,CT
1082509,14-01-2008,372500,4946401,sold,House,JOALAH,5,AITKENVALE,,4814,QLD,3,1,2,-19.29474553,146.7759005,4946401,0101000020E6100000670E492DD458624000FE6B71744B33C0,672,CT
932180,19-11-2009,355000,4946403,sold,House,WHITTINGHAM,21,ACACIA RIDGE,,4110,QLD,4,1,4,-27.58273424,153.0247925,4946403,0101000020E61000005874A919CB206340360F37122E953BC0,784,ST
932181,06-06-2007,250000,4946403,sold,House,WHITTINGHAM,21,ACACIA RIDGE,,4110,QLD,4,1,4,-27.58273424,153.0247925,4946403,0101000020E61000005874A919CB206340360F37122E953BC0,784,ST
932182,25-01-2007,205000,4946403,sold,House,WHITTINGHAM,21,ACACIA RIDGE,,4110,QLD,4,1,4,-27.58273424,153.0247925,4946403,0101000020E61000005874A919CB206340360F37122E953BC0,784,ST
932183,15-05-2002,119000,4946403,sold,House,WHITTINGHAM,21,ACACIA RIDGE,,4110,QLD,4,1,4,-27.58273424,153.0247925,4946403,0101000020E61000005874A919CB206340360F37122E953BC0,784,ST
887482,26-02-2018,660000,4946409,sold,House,BALLINGER,15,ALBANY CREEK,,4035,QLD,4,3,2,-27.36372679,152.966339,4946409,0101000020E6100000BDB4D93FEC1E6340A4BAEB321D5D3BC0,1006,CR
887483,26-07-2017,509000,4946410,sold,House,BALLINGER,16,ALBANY CREEK,,4035,QLD,3,1,2,-27.36323076,152.9661989,4946410,0101000020E6100000F7B8041AEB1E6340EA19EBB0FC5C3BC0,1076,CR
887484,20-09-2021,735000,4946411,sold,House,BALLINGER,20,ALBANY CREEK,,4035,QLD,3,1,1,-27.36341841,152.9658424,4946411,0101000020E61000000E3E622EE81E6340DEB629FD085D3BC0,1014,CR
887485,01-10-1998,115000,4946411,sold,House,BALLINGER,20,ALBANY CREEK,,4035,QLD,3,1,1,-27.36341841,152.9658424,4946411,0101000020E61000000E3E622EE81E6340DEB629FD085D3BC0,1014,CR
887486,12-12-2000,140000,4946412,sold,House,BALLINGER,22,ALBANY CREEK,,4035,QLD,3,1,2,-27.3635611,152.9656282,4946412,0101000020E6100000D51F276DE61E634008991A57125D3BC0,1014,CR
887487,08-06-2009,411555,4946413,sold,House,BALLINGER,24,ALBANY CREEK,,4035,QLD,4,2,1,-27.36366225,152.9654663,4946413,0101000020E6100000189E8F19E51E63402F8A1EF8185D3BC0,1014,CR
887488,03-11-1999,157000,4946413,sold,House,BALLINGER,24,ALBANY CREEK,,4035,QLD,4,2,1,-27.36366225,152.9654663,4946413,0101000020E6100000189E8F19E51E63402F8A1EF8185D3BC0,1014,CR
887489,03-10-2019,605000,4946415,sold,House,BALLINGER,32,ALBANY CREEK,,4035,QLD,3,1,2,-27.36405858,152.9648101,4946415,0101000020E6100000457353B9DF1E63409EED6EF1325D3BC0,996,CR
887490,09-07-2005,279000,4946415,sold,House,BALLINGER,32,ALBANY CREEK,,4035,QLD,3,1,2,-27.36405858,152.9648101,4946415,0101000020E6100000457353B9DF1E63409EED6EF1325D3BC0,996,CR
887491,18-10-2004,280000,4946415,sold,House,BALLINGER,32,ALBANY CREEK,,4035,QLD,3,1,2,-27.36405858,152.9648101,4946415,0101000020E6100000457353B9DF1E63409EED6EF1325D3BC0,996,CR
887492,27-12-2001,175000,4946415,sold,House,BALLINGER,32,ALBANY CREEK,,4035,QLD,3,1,2,-27.36405858,152.9648101,4946415,0101000020E6100000457353B9DF1E63409EED6EF1325D3BC0,996,CR
887493,13-09-2002,255000,4946417,sold,House,BALLINGER,36,ALBANY CREEK,,4035,QLD,4,2,2,-27.36430224,152.9644261,4946417,0101000020E610000022050594DC1E6340D8A85EE9425D3BC0,1150,CR
887494,24-05-2021,893000,4946418,sold,House,BALLINGER,37,ALBANY CREEK,,4035,QLD,5,2,2,-27.36524326,152.965424,4946418,0101000020E61000005DFAD9C0E41E6340D0C81095805D3BC0,967,CR
887495,07-08-1997,206500,4946418,sold,House,BALLINGER,37,ALBANY CREEK,,4035,QLD,5,2,2,-27.36524326,152.965424,4946418,0101000020E61000005DFAD9C0E41E6340D0C81095805D3BC0,967,CR
887877,24-09-2018,595000,4946419,sold,House,BALLINGER,42,ALBANY CREEK,,4035,QLD,4,2,2,-27.36485449,152.9643704,4946419,0101000020E61000006027501FDC1E63404859961A675D3BC0,1018,CR
887878,20-02-1998,195000,4946419,sold,House,BALLINGER,42,ALBANY CREEK,,4035,QLD,4,2,2,-27.36485449,152.9643704,4946419,0101000020E61000006027501FDC1E63404859961A675D3BC0,1018,CR
887879,24-03-1997,223500,4946420,sold,House,BALLINGER,48,ALBANY CREEK,,4035,QLD,4,2,2,-27.36537638,152.9646689,4946420,0101000020E61000006DA53A91DE1E6340B4D4724E895D3BC0,1018,CR
887880,06-03-2008,537500,4946421,sold,House,BALLINGER,52,ALBANY CREEK,,4035,QLD,4,2,2,-27.36560879,152.9650143,4946421,0101000020E6100000AF70BB65E11E63401D2EA489985D3BC0,1019,CR
887881,28-09-2002,249000,4946421,sold,House,BALLINGER,52,ALBANY CREEK,,4035,QLD,4,2,2,-27.36560879,152.9650143,4946421,0101000020E6100000AF70BB65E11E63401D2EA489985D3BC0,1019,CR
887882,28-08-2012,440000,4946423,sold,House,BALLINGER,58,ALBANY CREEK,,4035,QLD,4,3,2,-27.3657435,152.9656364,4946423,0101000020E6100000DC18547EE61E63407E39B35DA15D3BC0,891,CR
887883,06-11-2020,650000,4946424,sold,House,BALLINGER,60,ALBANY CREEK,,4035,QLD,4,2,2,-27.36577246,152.965836,4946424,0101000020E6100000C044F620E81E63403B7A9143A35D3BC0,891,CR
1096599,28-02-2022,841000,4946425,sold,House,SEXTON,10,AEROGLEN,,4870,QLD,4,2,6,-16.88279614,145.7441087,4946425,0101000020E6100000F8DE21BDCF376240C55586EDFEE130C0,1623,ST
1096600,05-03-2020,720000,4946425,sold,House,SEXTON,10,AEROGLEN,,4870,QLD,4,2,6,-16.88279614,145.7441087,4946425,0101000020E6100000F8DE21BDCF376240C55586EDFEE130C0,1623,ST
1096601,12-07-2014,455000,4946425,sold,House,SEXTON,10,AEROGLEN,,4870,QLD,4,2,6,-16.88279614,145.7441087,4946425,0101000020E6100000F8DE21BDCF376240C55586EDFEE130C0,1623,ST
887884,16-04-2021,550000,4946427,sold,House,BALSWIDDEN,10,ALBANY CREEK,,4035,QLD,4,1,1,-27.34850869,152.9752997,4946427,0101000020E6100000B984C7A7351F6340FBEB91DD37593BC0,772,ST
887885,14-05-2002,154000,4946427,sold,House,BALSWIDDEN,10,ALBANY CREEK,,4035,QLD,4,1,1,-27.34850869,152.9752997,4946427,0101000020E6100000B984C7A7351F6340FBEB91DD37593BC0,772,ST
887886,13-04-2023,850000,4946428,sold,House,BALSWIDDEN,13,ALBANY CREEK,,4035,QLD,3,2,2,-27.34889384,152.9748683,4946428,0101000020E61000001475E61E321F63406B93501B51593BC0,773,ST
887887,14-10-2014,420000,4946428,sold,House,BALSWIDDEN,13,ALBANY CREEK,,4035,QLD,3,2,2,-27.34889384,152.9748683,4946428,0101000020E61000001475E61E321F63406B93501B51593BC0,773,ST
1082510,10-01-2017,275000,4946430,sold,House,RUSSELL,17,AITKENVALE,,4814,QLD,3,2,2,-19.29826088,146.7761877,4946430,0101000020E6100000D7619687D6586240B44635D35A4C33C0,913,ST
1082511,03-04-2005,287000,4946430,sold,House,RUSSELL,17,AITKENVALE,,4814,QLD,3,2,2,-19.29826088,146.7761877,4946430,0101000020E6100000D7619687D6586240B44635D35A4C33C0,913,ST
1082512,21-03-2005,190000,4946431,sold,House,RUSSELL,18,AITKENVALE,,4814,QLD,3,1,1,-19.29831384,146.7767733,4946431,0101000020E6100000FEFCAD53DB58624082BEBA4B5E4C33C0,913,ST
1082513,22-05-2023,410000,4946435,sold,House,KELSO,22,AITKENVALE,,4814,QLD,3,2,3,-19.30296769,146.7709646,4946435,0101000020E6100000594AF9BDAB5862406F4B604A8F4D33C0,731,ST
1082514,12-11-2017,349000,4946435,sold,House,KELSO,22,AITKENVALE,,4814,QLD,3,2,3,-19.30296769,146.7709646,4946435,0101000020E6100000594AF9BDAB5862406F4B604A8F4D33C0,731,ST
1082515,13-04-2007,329000,4946435,sold,House,KELSO,22,AITKENVALE,,4814,QLD,3,2,3,-19.30296769,146.7709646,4946435,0101000020E6100000594AF9BDAB5862406F4B604A8F4D33C0,731,ST
1082516,16-02-2006,207000,4946435,sold,House,KELSO,22,AITKENVALE,,4814,QLD,3,2,3,-19.30296769,146.7709646,4946435,0101000020E6100000594AF9BDAB5862406F4B604A8F4D33C0,731,ST
1082517,08-09-2004,193000,4946435,sold,House,KELSO,22,AITKENVALE,,4814,QLD,3,2,3,-19.30296769,146.7709646,4946435,0101000020E6100000594AF9BDAB5862406F4B604A8F4D33C0,731,ST
1082518,09-01-2003,98000,4946435,sold,House,KELSO,22,AITKENVALE,,4814,QLD,3,2,3,-19.30296769,146.7709646,4946435,0101000020E6100000594AF9BDAB5862406F4B604A8F4D33C0,731,ST
887888,07-02-2024,615000,4946438,sold,House,ALBANY CREEK,633,ALBANY CREEK,,4035,QLD,3,1,2,-27.34661036,152.9780351,4946438,0101000020E6100000719459104C1F6340A0A7E074BB583BC0,1014,RD
887889,12-08-2020,410489,4946438,sold,House,ALBANY CREEK,633,ALBANY CREEK,,4035,QLD,3,1,2,-27.34661036,152.9780351,4946438,0101000020E6100000719459104C1F6340A0A7E074BB583BC0,1014,RD
887890,26-01-2002,145500,4946438,sold,House,ALBANY CREEK,633,ALBANY CREEK,,4035,QLD,3,1,2,-27.34661036,152.9780351,4946438,0101000020E6100000719459104C1F6340A0A7E074BB583BC0,1014,RD
887891,01-10-2011,385000,4946442,sold,House,BALSWIDDEN,16,ALBANY CREEK,,4035,QLD,3,1,2,-27.34842551,152.9747584,4946442,0101000020E61000000B308738311F6340C88A0A6A32593BC0,772,ST
887892,17-04-2003,206000,4946442,sold,House,BALSWIDDEN,16,ALBANY CREEK,,4035,QLD,3,1,2,-27.34842551,152.9747584,4946442,0101000020E61000000B308738311F6340C88A0A6A32593BC0,772,ST
887893,18-01-2010,505000,4946443,sold,House,BALSWIDDEN,18,ALBANY CREEK,,4035,QLD,3,1,2,-27.34840282,152.9745808,4946443,0101000020E6100000BCCE02C42F1F6340F3BB5DED30593BC0,773,ST
887894,05-11-2002,199000,4946443,sold,House,BALSWIDDEN,18,ALBANY CREEK,,4035,QLD,3,1,2,-27.34840282,152.9745808,4946443,0101000020E6100000BCCE02C42F1F6340F3BB5DED30593BC0,773,ST
887895,03-01-2018,505000,4946448,sold,House,BALSWIDDEN,24,ALBANY CREEK,,4035,QLD,4,2,2,-27.34834231,152.9740141,4946448,0101000020E61000006AB1881F2B1F63405A432DF62C593BC0,772,ST
887896,03-04-2013,385000,4946450,sold,House,ALBANY CREEK,643,ALBANY CREEK,,4035,QLD,3,1,3,-27.3459469,152.9773543,4946450,0101000020E61000002320917C461F634010A7DDF98F583BC0,824,RD
1082519,28-01-2019,155000,4946451,sold,House,RUSSELL,19,AITKENVALE,,4814,QLD,4,1,NULL,-19.29842749,146.7761762,4946451,0101000020E61000006FD78D6FD658624002C775BE654C33C0,913,ST
1082520,17-04-2018,200000,4946457,sold,House,RUSSELL,28,AITKENVALE,,4814,QLD,3,1,7,-19.29939815,146.7766558,4946457,0101000020E6100000F5A7435DDA5862409FBB6E5BA54C33C0,913,ST
1082521,12-04-2012,247500,4946458,sold,House,RUSSELL,29,AITKENVALE,,4814,QLD,3,1,2,-19.29951512,146.7760569,4946458,0101000020E610000048245D75D5586240B90EDD05AD4C33C0,916,ST
1082522,30-07-2018,315000,4946459,sold,House,RUSSELL,3,AITKENVALE,,4814,QLD,3,1,2,-19.29703582,146.7763352,4946459,0101000020E61000004FBCDABCD7586240FBA31C8A0A4C33C0,769,ST
1082523,09-10-2017,203500,4946459,sold,House,RUSSELL,3,AITKENVALE,,4814,QLD,3,1,2,-19.29703582,146.7763352,4946459,0101000020E61000004FBCDABCD7586240FBA31C8A0A4C33C0,769,ST
1082524,05-10-2010,339000,4946459,sold,House,RUSSELL,3,AITKENVALE,,4814,QLD,3,1,2,-19.29703582,146.7763352,4946459,0101000020E61000004FBCDABCD7586240FBA31C8A0A4C33C0,769,ST
1082525,24-10-2012,400000,4946461,sold,House,RUSSELL,32,AITKENVALE,,4814,QLD,5,2,2,-19.2997626,146.7766109,4946461,0101000020E61000001E422AFFD95862405E90E33DBD4C33C0,913,ST
887897,03-01-2013,392000,4946462,sold,House,ALBANY CREEK,670,ALBANY CREEK,,4035,QLD,3,1,3,-27.34581865,152.9735253,4946462,0101000020E610000013249D1E271F6340CC18309287583BC0,858,RD
887898,21-11-2013,364500,4946464,sold,House,ALBANY CREEK,673,ALBANY CREEK,,4035,QLD,3,2,2,-27.34524229,152.9739134,4946464,0101000020E6100000F8E5694C2A1F634004BF78CC61583BC0,909,RD
887899,15-02-2001,126000,4946464,sold,House,ALBANY CREEK,673,ALBANY CREEK,,4035,QLD,3,2,2,-27.34524229,152.9739134,4946464,0101000020E6100000F8E5694C2A1F634004BF78CC61583BC0,909,RD
1041337,29-09-2006,350000,4946465,sold,House,WILSON,30,AGNES WATER,,4677,QLD,1,1,NULL,-24.25098929,151.9234637,4946465,0101000020E610000062D1BE038DFD62403E3288D5404038C0,34951,DR
1041338,31-07-2023,810000,4946466,sold,House,WILSON,52,AGNES WATER,,4677,QLD,3,1,8,-24.24805158,151.921933,4946466,0101000020E61000001540AD7980FD624035D2EF4E803F38C0,18215,DR
1041339,01-04-2022,737000,4946466,sold,House,WILSON,52,AGNES WATER,,4677,QLD,3,1,8,-24.24805158,151.921933,4946466,0101000020E61000001540AD7980FD624035D2EF4E803F38C0,18215,DR
1041340,07-06-2016,347500,4946466,sold,House,WILSON,52,AGNES WATER,,4677,QLD,3,1,8,-24.24805158,151.921933,4946466,0101000020E61000001540AD7980FD624035D2EF4E803F38C0,18215,DR
1041341,26-08-2003,240000,4946466,sold,House,WILSON,52,AGNES WATER,,4677,QLD,3,1,8,-24.24805158,151.921933,4946466,0101000020E61000001540AD7980FD624035D2EF4E803F38C0,18215,DR
1041342,28-06-2002,172000,4946466,sold,House,WILSON,52,AGNES WATER,,4677,QLD,3,1,8,-24.24805158,151.921933,4946466,0101000020E61000001540AD7980FD624035D2EF4E803F38C0,18215,DR
1082526,09-02-2021,300000,4946467,sold,House,MOSS,5,AITKENVALE,,4814,QLD,3,1,2,-19.30306076,146.7736446,4946467,0101000020E61000006F1262B2C1586240A2E6D463954D33C0,1193,CT
1082527,01-07-1992,70000,4946467,sold,House,MOSS,5,AITKENVALE,,4814,QLD,3,1,2,-19.30306076,146.7736446,4946467,0101000020E61000006F1262B2C1586240A2E6D463954D33C0,1193,CT
1082528,03-06-2021,259000,4946468,sold,House,MOSS,6,AITKENVALE,,4814,QLD,3,1,1,-19.30307838,146.7733808,4946468,0101000020E61000001E282289BF5862408339728B964D33C0,767,CT
1082529,01-07-1992,70000,4946468,sold,House,MOSS,6,AITKENVALE,,4814,QLD,3,1,1,-19.30307838,146.7733808,4946468,0101000020E61000001E282289BF5862408339728B964D33C0,767,CT
1082530,22-02-2021,240000,4946469,sold,House,RUSSELL,33,AITKENVALE,,4814,QLD,2,2,3,-19.299897,146.7760177,4946469,0101000020E6100000C0531223D5586240242BBF0CC64C33C0,913,ST
1082531,23-03-1994,117500,4946469,sold,House,RUSSELL,33,AITKENVALE,,4814,QLD,2,2,3,-19.299897,146.7760177,4946469,0101000020E6100000C0531223D5586240242BBF0CC64C33C0,913,ST
1082532,17-09-2013,370000,4946473,sold,House,RUSSELL,4,AITKENVALE,,4814,QLD,3,2,2,-19.29701103,146.7768858,4946473,0101000020E6100000A655A13FDC586240BA6634EA084C33C0,917,ST
1082533,02-09-2001,159000,4946473,sold,House,RUSSELL,4,AITKENVALE,,4814,QLD,3,2,2,-19.29701103,146.7768858,4946473,0101000020E6100000A655A13FDC586240BA6634EA084C33C0,917,ST
1082534,29-09-2014,297500,4946476,sold,House,RUSSELL,43,AITKENVALE,,4814,QLD,3,1,1,-19.30079713,146.7759441,4946476,0101000020E6100000D3C89D88D4586240A6146C0A014D33C0,728,ST
1082535,24-05-2011,330000,4946476,sold,House,RUSSELL,43,AITKENVALE,,4814,QLD,3,1,1,-19.30079713,146.7759441,4946476,0101000020E6100000D3C89D88D4586240A6146C0A014D33C0,728,ST
1082536,28-02-2013,337000,4946478,sold,House,RUSSELL,45,AITKENVALE,,4814,QLD,3,2,2,-19.30096973,146.7759407,4946478,0101000020E6100000B8A29C81D45862409A6F2B5A0C4D33C0,762,ST
1082537,23-11-2022,431000,4946480,sold,House,RUSSELL,47,AITKENVALE,,4814,QLD,4,2,1,-19.30115591,146.7759226,4946480,0101000020E61000001BCC915BD45862407672C08D184D33C0,764,ST
1082538,29-08-2012,350000,4946480,sold,House,RUSSELL,47,AITKENVALE,,4814,QLD,4,2,1,-19.30115591,146.7759226,4946480,0101000020E61000001BCC915BD45862407672C08D184D33C0,764,ST
1082539,07-08-2008,315000,4946482,sold,House,RUSSELL,5,AITKENVALE,,4814,QLD,3,1,1,-19.29719247,146.7763129,4946482,0101000020E6100000D09E268ED7586240784443CE144C33C0,769,ST
1082540,07-09-2004,235000,4946482,sold,House,RUSSELL,5,AITKENVALE,,4814,QLD,3,1,1,-19.29719247,146.7763129,4946482,0101000020E6100000D09E268ED7586240784443CE144C33C0,769,ST
1072824,24-04-1994,100000,4946485,sold,House,BURSTALL,124,AIRDMILLAN,,4807,QLD,3,1,1,-19.537064,147.4323487,4946485,0101000020E61000000807D6CCD56D6240E4DBBB067D8933C0,2055,RD
1082541,30-09-2020,180000,4946488,sold,House,ALAMEIN,3,AITKENVALE,,4814,QLD,3,1,1,-19.29725114,146.7742294,4946488,0101000020E610000016F8AB7CC6586240ACFF94A6184C33C0,685,ST
1082542,10-11-2022,270000,4946489,sold,House,ALAMEIN,4,AITKENVALE,,4814,QLD,3,1,2,-19.29770639,146.7741796,4946489,0101000020E6100000D06D3614C658624037DC687C364C33C0,685,ST
1082543,13-02-2006,255000,4946489,sold,House,ALAMEIN,4,AITKENVALE,,4814,QLD,3,1,2,-19.29770639,146.7741796,4946489,0101000020E6100000D06D3614C658624037DC687C364C33C0,685,ST
1082544,16-10-2003,169000,4946489,sold,House,ALAMEIN,4,AITKENVALE,,4814,QLD,3,1,2,-19.29770639,146.7741796,4946489,0101000020E6100000D06D3614C658624037DC687C364C33C0,685,ST
1082545,09-06-2009,296000,4946490,sold,House,ALAMEIN,5,AITKENVALE,,4814,QLD,3,1,1,-19.29723387,146.7740398,4946490,0101000020E6100000BA8102EFC4586240DCE9D684174C33C0,685,ST
1082546,25-07-2017,307500,4946491,sold,House,ALAMEIN,6,AITKENVALE,,4814,QLD,3,1,3,-19.29768866,146.7739894,4946491,0101000020E610000041F35A85C45862400E17F352354C33C0,685,ST
1082547,22-08-2014,238000,4946491,sold,House,ALAMEIN,6,AITKENVALE,,4814,QLD,3,1,3,-19.29768866,146.7739894,4946491,0101000020E610000041F35A85C45862400E17F352354C33C0,685,ST
1082548,14-03-2001,115000,4946491,sold,House,ALAMEIN,6,AITKENVALE,,4814,QLD,3,1,3,-19.29768866,146.7739894,4946491,0101000020E610000041F35A85C45862400E17F352354C33C0,685,ST
1082804,13-01-2021,359000,4946492,sold,House,ALAMEIN,7,AITKENVALE,,4814,QLD,4,2,2,-19.29721616,146.7738497,4946492,0101000020E6100000D8736760C3586240EF0AB75B164C33C0,685,ST
1082805,14-04-2008,350000,4946492,sold,House,ALAMEIN,7,AITKENVALE,,4814,QLD,4,2,2,-19.29721616,146.7738497,4946492,0101000020E6100000D8736760C3586240EF0AB75B164C33C0,685,ST
1082806,31-05-2003,178500,4946492,sold,House,ALAMEIN,7,AITKENVALE,,4814,QLD,4,2,2,-19.29721616,146.7738497,4946492,0101000020E6100000D8736760C3586240EF0AB75B164C33C0,685,ST
1082807,07-07-2000,83000,4946492,sold,House,ALAMEIN,7,AITKENVALE,,4814,QLD,4,2,2,-19.29721616,146.7738497,4946492,0101000020E6100000D8736760C3586240EF0AB75B164C33C0,685,ST
1082808,01-12-2023,330250,4946494,sold,House,BENGHAZI,7,AITKENVALE,,4814,QLD,3,1,2,-19.29760927,146.7752877,4946494,0101000020E61000007E4C3128CF586240EDA2011F304C33C0,940,ST
1082809,14-05-2013,270000,4946494,sold,House,BENGHAZI,7,AITKENVALE,,4814,QLD,3,1,2,-19.29760927,146.7752877,4946494,0101000020E61000007E4C3128CF586240EDA2011F304C33C0,940,ST
1082810,17-09-2006,280000,4946494,sold,House,BENGHAZI,7,AITKENVALE,,4814,QLD,3,1,2,-19.29760927,146.7752877,4946494,0101000020E61000007E4C3128CF586240EDA2011F304C33C0,940,ST
1082811,19-04-2002,105000,4946494,sold,House,BENGHAZI,7,AITKENVALE,,4814,QLD,3,1,2,-19.29760927,146.7752877,4946494,0101000020E61000007E4C3128CF586240EDA2011F304C33C0,940,ST
1082812,29-06-2000,40000,4946494,sold,House,BENGHAZI,7,AITKENVALE,,4814,QLD,3,1,2,-19.29760927,146.7752877,4946494,0101000020E61000007E4C3128CF586240EDA2011F304C33C0,940,ST
1082813,26-10-2021,375000,4946495,sold,House,BENGHAZI,8,AITKENVALE,,4814,QLD,4,2,2,-19.29749803,146.7759015,4946495,0101000020E61000005BED612FD45862407479B5D4284C33C0,922,ST
1082814,20-02-2011,350000,4946495,sold,House,BENGHAZI,8,AITKENVALE,,4814,QLD,4,2,2,-19.29749803,146.7759015,4946495,0101000020E61000005BED612FD45862407479B5D4284C33C0,922,ST
1082815,29-06-2008,305000,4946496,sold,House,BENGHAZI,9,AITKENVALE,,4814,QLD,3,1,1,-19.29780014,146.7752775,4946496,0101000020E6100000001CBD12CF586240520B46A13C4C33C0,940,ST
1082816,31-08-2006,243000,4946496,sold,House,BENGHAZI,9,AITKENVALE,,4814,QLD,3,1,1,-19.29780014,146.7752775,4946496,0101000020E6100000001CBD12CF586240520B46A13C4C33C0,940,ST
1082817,30-08-2005,205000,4946496,sold,House,BENGHAZI,9,AITKENVALE,,4814,QLD,3,1,1,-19.29780014,146.7752775,4946496,0101000020E6100000001CBD12CF586240520B46A13C4C33C0,940,ST
1082818,30-05-2022,350000,4946498,sold,House,BLAIR,13,AITKENVALE,,4814,QLD,3,2,1,-19.29987525,146.7725415,4946498,0101000020E6100000858EE3A8B85862403CA1D79FC44C33C0,692,CT
1082819,03-10-2012,292000,4946498,sold,House,BLAIR,13,AITKENVALE,,4814,QLD,3,2,1,-19.29987525,146.7725415,4946498,0101000020E6100000858EE3A8B85862403CA1D79FC44C33C0,692,CT
887900,03-11-2009,362000,4946500,sold,House,ALBANY CREEK,649,ALBANY CREEK,,4035,QLD,3,1,2,-27.34561514,152.9768591,4946500,0101000020E61000002863196E421F63406E4DDB3B7A583BC0,824,RD
887901,18-01-2016,429500,4946501,sold,House,ALBANY CREEK,653,ALBANY CREEK,,4035,QLD,3,1,2,-27.34544924,152.9764878,4946501,0101000020E61000003AE63C633F1F6340623A845C6F583BC0,795,RD
887902,02-02-2015,390000,4946501,sold,House,ALBANY CREEK,653,ALBANY CREEK,,4035,QLD,3,1,2,-27.34544924,152.9764878,4946501,0101000020E61000003AE63C633F1F6340623A845C6F583BC0,795,RD
1041343,12-10-2007,380000,4946504,sold,House,WILSON,85,AGNES WATER,,4677,QLD,3,1,4,-24.24474239,151.9206031,4946504,0101000020E61000003FFEB19475FD6240B0FEF06FA73E38C0,18128,DR
1041344,01-03-2007,290000,4946504,sold,House,WILSON,85,AGNES WATER,,4677,QLD,3,1,4,-24.24474239,151.9206031,4946504,0101000020E61000003FFEB19475FD6240B0FEF06FA73E38C0,18128,DR
1041345,23-12-2019,265000,4946505,sold,House,WISTARI,36,AGNES WATER,,4677,QLD,5,1,6,-24.20593502,151.8863177,4946505,0101000020E6100000528DEAB65CFC624048005028B83438C0,18223,TCE
